distribution_id,distribution_date,location_id,beneficiary_id,item_category,quantity,est_value_usd
958,2024-10-22,4,356,Flour (kg),1.2,4.91
959,2025-03-03,5,649,Hygiene Kit,11.0,46.74
960,2025-02-17,1,1916,Water (L),6.3,20.47
961,2025-06-11,3,62,Cooking Oil (L),7.0,25.29
962,2025-04-08,4,1602,Water (L),7.5,36.49
963,2024-09-18,5,1109,Cooking Oil (L),0.6,3.52
964,2024-12-19,6,1585,Flour (kg),6.9,27.52
965,2024-12-22,5,292,Pulses (kg),5.1,22.91
966,2025-07-12,6,1831,Cooking Oil (L),3.2,16.6
967,2025-08-22,5,1003,Pulses (kg),7.5,44.29
968,2025-08-24,3,1658,Cooking Oil (L),13.2,78.3
969,2024-09-24,3,1552,Rice (kg),10.7,49.6
970,2025-06-12,5,1575,Medicine Pack,3.0,17.75
971,2024-10-03,3,714,Flour (kg),4.1,15.83
972,2025-02-09,5,971,Rice (kg),5.0,18.14
973,2024-10-05,3,1010,Flour (kg),4.7,29.3
974,2025-06-06,1,1192,Flour (kg),15.1,46.01
975,2025-01-01,4,260,Water (L),4.6,25.29
976,2024-10-21,1,1806,Hygiene Kit,9.0,43.17
977,2025-07-06,2,572,Hygiene Kit,3.0,13.53
978,2025-01-06,5,462,Water (L),6.7,43.24
979,2025-01-27,5,607,Rice (kg),10.2,59.9
980,2025-02-07,1,1995,Hygiene Kit,3.0,17.58
981,2025-04-03,3,178,Cooking Oil (L),9.9,50.82
982,2025-01-11,2,1066,Pulses (kg),13.1,62.23
983,2025-05-12,2,1822,Cooking Oil (L),4.1,22.22
984,2024-10-11,2,1332,Cooking Oil (L),2.5,7.97
985,2025-08-11,6,606,Rice (kg),3.3,21.55
986,2024-12-15,3,782,Rice (kg),10.9,60.75
987,2024-12-15,4,1674,Hygiene Kit,3.0,11.53
988,2025-08-01,5,1379,Hygiene Kit,2.0,6.31
989,2025-06-13,1,1731,Pulses (kg),2.7,15.39
990,2025-06-29,4,267,Pulses (kg),11.1,67.89
991,2025-03-21,2,95,Flour (kg),2.5,12.32
992,2025-06-18,5,1386,Medicine Pack,9.0,32.28
993,2025-08-23,5,266,Rice (kg),3.4,16.89
994,2025-08-16,4,1975,Hygiene Kit,21.0,66.39
995,2024-11-18,3,238,Medicine Pack,5.0,15.55
996,2025-04-20,3,1246,Water (L),5.3,21.97
997,2024-12-22,3,1058,Flour (kg),10.5,71.58
998,2024-09-22,3,88,Cooking Oil (L),8.5,54.64
999,2025-07-24,4,549,Flour (kg),0.6,3.39
1000,2025-01-08,2,1987,Rice (kg),10.5,58.95
1001,2025-03-03,3,1880,Flour (kg),16.9,81.96
1002,2024-11-06,6,257,Pulses (kg),6.5,25.3
1003,2024-11-30,6,1738,Rice (kg),6.5,32.95
1004,2024-11-28,2,1884,Water (L),7.1,44.53
1005,2025-07-19,5,756,Medicine Pack,10.0,46.69
1006,2025-02-04,6,154,Rice (kg),3.3,14.36
1007,2024-10-06,6,1513,Rice (kg),5.9,19.42
1008,2025-05-19,2,703,Flour (kg),3.6,13.09
1009,2024-10-20,6,265,Flour (kg),1.5,5.06
1010,2024-09-27,2,1784,Flour (kg),0.2,1.17
1011,2025-07-21,3,1121,Water (L),3.5,23.88
1012,2024-09-23,6,1807,Medicine Pack,9.0,28.56
1013,2024-11-13,6,1534,Rice (kg),4.0,24.29
1014,2025-04-14,3,649,Hygiene Kit,5.0,18.87
1015,2025-02-26,4,1991,Water (L),6.0,26.59
1016,2024-12-11,1,274,Cooking Oil (L),11.2,75.7
1017,2025-08-01,4,536,Cooking Oil (L),8.3,36.26
1018,2025-06-20,1,959,Pulses (kg),2.0,8.22
1019,2024-10-12,2,1239,Water (L),2.0,13.8
1020,2024-12-06,5,79,Pulses (kg),0.7,2.29
1021,2025-06-29,5,772,Cooking Oil (L),9.7,46.79
1022,2025-02-28,6,1639,Cooking Oil (L),9.4,49.75
1023,2025-04-18,4,1543,Water (L),3.7,22.8
1024,2025-03-05,5,245,Flour (kg),15.5,47.11
1025,2025-05-30,5,654,Flour (kg),2.7,13.38
1026,2025-05-12,1,1315,Water (L),5.5,27.47
1027,2025-07-30,6,225,Cooking Oil (L),9.0,53.47
1028,2025-07-25,6,411,Cooking Oil (L),4.9,24.01
1029,2025-07-03,5,1412,Rice (kg),3.0,18.81
1030,2025-01-13,4,23,Medicine Pack,17.0,105.21
1031,2025-03-10,5,1117,Rice (kg),0.6,3.71
1032,2025-02-02,5,563,Pulses (kg),5.8,25.19
1033,2025-08-28,3,830,Cooking Oil (L),10.5,67.0
1034,2024-12-21,4,460,Flour (kg),10.5,33.06
1035,2025-04-20,3,1126,Flour (kg),2.8,13.78
1036,2025-08-11,2,1753,Flour (kg),7.3,38.99
1037,2025-02-13,5,726,Hygiene Kit,7.0,38.47
1038,2025-07-13,6,500,Rice (kg),21.7,78.14
1039,2024-10-18,6,101,Rice (kg),2.1,10.66
1040,2024-10-21,1,390,Pulses (kg),6.1,29.4
1041,2025-06-01,4,625,Rice (kg),8.8,60.21
1042,2024-12-11,6,567,Rice (kg),10.0,51.61
1043,2024-10-13,5,1012,Cooking Oil (L),5.7,27.26
1044,2025-05-21,2,1432,Cooking Oil (L),6.3,42.54
1045,2024-10-04,5,1363,Water (L),1.3,8.06
1046,2025-02-20,5,1080,Rice (kg),4.5,20.68
1047,2025-01-06,1,1965,Medicine Pack,1.0,5.46
1048,2025-05-29,6,605,Cooking Oil (L),16.1,101.21
1049,2025-06-09,1,1038,Flour (kg),3.2,10.24
1050,2025-02-19,4,1124,Rice (kg),2.7,15.07
1051,2025-06-30,4,701,Rice (kg),6.5,32.9
1052,2025-08-02,2,944,Rice (kg),2.0,10.89
1053,2025-03-24,1,1384,Hygiene Kit,8.0,32.04
1054,2025-05-05,6,1126,Cooking Oil (L),8.8,50.83
1055,2024-10-23,6,186,Pulses (kg),4.5,30.87
1056,2025-01-02,5,1345,Flour (kg),0.4,2.51
1057,2024-11-04,5,1939,Hygiene Kit,6.0,20.12
1058,2025-05-29,5,207,Medicine Pack,9.0,27.82
1059,2025-01-16,5,1627,Rice (kg),4.6,28.88
1060,2025-06-07,1,1972,Hygiene Kit,12.0,56.01
1061,2024-11-21,5,1462,Cooking Oil (L),9.1,38.08
1062,2025-05-09,5,1595,Flour (kg),3.9,17.91
1063,2024-12-19,5,1060,Rice (kg),9.5,43.32
1064,2025-04-23,6,1343,Water (L),1.8,9.94
1065,2025-07-04,6,516,Flour (kg),1.6,9.93
1066,2025-07-20,2,825,Pulses (kg),9.2,33.57
1067,2025-02-15,6,338,Flour (kg),6.2,26.1
1068,2025-02-07,6,989,Pulses (kg),3.4,21.71
1069,2024-10-14,5,553,Rice (kg),4.8,31.23
1070,2025-04-11,5,248,Pulses (kg),9.0,53.32
1071,2025-01-24,6,1995,Flour (kg),3.1,16.55
1072,2024-10-16,4,1006,Flour (kg),13.7,93.87
1073,2025-01-24,5,538,Flour (kg),4.6,21.8
1074,2025-04-10,2,1767,Cooking Oil (L),16.3,59.14
1075,2025-05-08,5,848,Cooking Oil (L),11.3,59.7
1076,2024-11-11,5,576,Hygiene Kit,12.0,65.04
1077,2025-07-11,6,1735,Flour (kg),7.0,43.55
1078,2025-02-05,2,358,Medicine Pack,11.0,47.93
1079,2025-01-15,6,465,Rice (kg),7.3,41.92
1080,2025-08-17,1,830,Pulses (kg),2.4,7.49
1081,2025-01-04,1,1442,Hygiene Kit,3.0,19.46
1082,2025-05-26,4,1576,Flour (kg),1.4,7.77
1083,2025-06-14,3,364,Pulses (kg),12.9,64.76
1084,2025-03-04,3,486,Pulses (kg),4.8,19.0
1085,2025-01-14,6,1150,Medicine Pack,8.0,38.39
1086,2025-03-21,2,124,Pulses (kg),12.7,62.35
1087,2025-05-16,3,673,Cooking Oil (L),5.7,20.91
1088,2024-11-07,4,751,Flour (kg),11.4,37.95
1089,2025-01-14,2,1089,Water (L),1.6,7.45
1090,2025-06-26,4,334,Flour (kg),4.7,25.62
1091,2024-09-16,1,1493,Water (L),6.4,31.42
1092,2024-11-06,6,496,Pulses (kg),13.6,65.02
1093,2025-08-09,6,369,Rice (kg),13.5,76.31
1094,2025-01-19,2,1684,Rice (kg),1.2,6.73
1095,2025-04-13,1,1388,Flour (kg),4.7,15.04
1096,2025-04-03,4,902,Pulses (kg),3.2,12.94
1097,2025-05-02,6,1870,Flour (kg),4.9,25.28
1098,2025-06-24,6,1289,Water (L),9.3,54.67
1099,2025-01-13,3,1822,Flour (kg),6.5,41.0
1100,2024-10-23,5,839,Hygiene Kit,11.0,42.85
1101,2024-10-06,6,1144,Pulses (kg),9.9,47.59
1102,2025-01-08,3,400,Flour (kg),2.6,14.99
1103,2024-12-03,3,763,Medicine Pack,3.0,20.58
1104,2025-04-24,3,25,Flour (kg),8.3,52.64
1105,2024-10-23,1,63,Cooking Oil (L),3.9,23.51
1106,2024-11-02,6,359,Hygiene Kit,8.0,50.79
1107,2025-08-27,5,733,Water (L),1.2,5.41
1108,2025-04-23,3,568,Cooking Oil (L),1.9,6.29
1109,2024-10-31,2,307,Flour (kg),5.1,29.97
1110,2024-09-26,2,717,Medicine Pack,6.0,25.9
1111,2025-06-19,5,1504,Hygiene Kit,11.0,74.02
1112,2025-01-11,4,1474,Medicine Pack,4.0,13.48
1113,2024-10-08,2,1946,Medicine Pack,3.0,17.25
1114,2025-03-06,1,507,Flour (kg),7.7,38.57
1115,2024-11-03,2,667,Rice (kg),5.4,25.0
1116,2024-11-24,2,944,Water (L),2.3,14.62
1117,2024-10-22,4,775,Cooking Oil (L),5.6,24.87
1118,2025-07-02,1,1066,Flour (kg),7.2,26.38
1119,2025-01-15,3,434,Hygiene Kit,3.0,15.03
1120,2024-12-26,5,1965,Water (L),4.7,29.79
1121,2024-10-31,1,161,Cooking Oil (L),14.2,80.76
1122,2025-05-25,4,1317,Water (L),2.0,8.39
1123,2025-03-13,1,1726,Cooking Oil (L),5.8,35.94
1124,2024-11-10,4,214,Medicine Pack,2.0,12.2
1125,2025-06-07,3,625,Flour (kg),4.4,20.31
1126,2025-05-17,3,1241,Medicine Pack,8.0,34.35
1127,2025-01-17,5,185,Pulses (kg),12.6,42.74
1128,2025-01-30,1,1097,Rice (kg),11.6,57.28
1129,2025-04-16,2,1532,Flour (kg),7.5,39.43
1130,2025-07-15,3,323,Cooking Oil (L),7.5,45.74
1131,2024-09-25,3,1056,Flour (kg),2.2,6.72
1132,2025-04-05,2,1122,Medicine Pack,4.0,25.14
1133,2025-04-04,1,1987,Water (L),6.1,38.43
1134,2025-04-27,1,1956,Pulses (kg),8.0,24.95
1135,2025-05-08,4,347,Water (L),6.8,41.13
1136,2024-12-10,2,931,Hygiene Kit,6.0,26.23
1137,2024-12-07,4,1319,Pulses (kg),0.6,2.96
1138,2025-03-03,6,1901,Hygiene Kit,10.0,54.55
1139,2025-04-15,4,563,Pulses (kg),0.6,1.96
1140,2024-10-05,5,1030,Rice (kg),1.0,6.93
1141,2024-11-18,4,436,Rice (kg),2.9,14.02
1142,2024-09-30,3,1678,Medicine Pack,4.0,18.85
1143,2025-07-12,2,225,Medicine Pack,9.0,36.63
1144,2025-08-09,5,16,Rice (kg),6.2,41.7
1145,2025-02-04,1,692,Cooking Oil (L),6.1,36.74
1146,2024-11-09,5,1192,Cooking Oil (L),6.6,44.96
1147,2024-12-16,5,170,Rice (kg),4.2,14.19
1148,2025-06-06,1,1800,Medicine Pack,2.0,6.87
1149,2024-09-21,3,880,Pulses (kg),5.8,39.2
1150,2025-08-06,5,1546,Medicine Pack,4.0,16.77
1151,2025-06-30,3,1368,Cooking Oil (L),7.3,50.65
1152,2025-04-13,5,1000,Cooking Oil (L),0.8,2.82
1153,2025-06-30,1,1786,Flour (kg),2.5,15.17
1154,2024-10-13,3,112,Medicine Pack,4.0,19.26
1155,2024-11-11,5,255,Rice (kg),4.2,23.07
1156,2025-05-01,4,432,Cooking Oil (L),19.4,88.24
1157,2025-02-11,3,1277,Rice (kg),5.7,32.7
1158,2025-08-16,3,715,Pulses (kg),2.1,12.36
1159,2025-05-29,1,1930,Flour (kg),3.0,14.93
1160,2025-03-21,2,243,Rice (kg),5.2,21.03
1161,2025-06-03,1,1546,Rice (kg),8.6,29.62
1162,2024-12-25,5,213,Medicine Pack,10.0,39.75
1163,2024-09-23,4,1661,Water (L),4.7,18.72
1164,2024-11-27,3,1162,Pulses (kg),11.9,52.43
1165,2025-06-09,4,617,Flour (kg),5.6,29.82
1166,2024-11-25,6,399,Rice (kg),2.5,11.77
1167,2024-10-11,5,874,Rice (kg),6.3,22.8
1168,2025-04-23,5,1638,Cooking Oil (L),8.5,55.32
1169,2025-04-05,4,691,Flour (kg),4.4,14.12
1170,2025-06-10,3,676,Pulses (kg),8.5,39.15
1171,2025-05-03,6,44,Water (L),0.4,2.26
1172,2025-01-09,4,1626,Hygiene Kit,13.0,69.81
1173,2024-12-18,3,954,Water (L),0.8,2.9
1174,2025-02-10,2,1325,Water (L),2.7,16.02
1175,2025-02-21,3,1679,Cooking Oil (L),5.3,35.59
1176,2025-01-23,3,1252,Medicine Pack,14.0,67.9
1177,2024-11-13,2,1211,Rice (kg),15.9,81.05
1178,2025-03-02,1,782,Water (L),14.2,80.78
1179,2025-05-31,6,132,Cooking Oil (L),7.5,42.87
1180,2024-12-25,4,814,Water (L),3.9,15.81
1181,2025-02-13,1,221,Hygiene Kit,6.0,24.33
1182,2025-02-28,4,767,Flour (kg),9.4,47.48
1183,2025-05-02,3,1789,Flour (kg),3.8,14.81
1184,2025-06-05,3,1150,Pulses (kg),4.8,23.36
1185,2025-04-14,6,908,Water (L),15.9,88.92
1186,2024-09-27,6,1377,Flour (kg),6.7,30.66
1187,2025-02-11,4,1814,Pulses (kg),2.2,9.09
1188,2025-01-10,6,1611,Hygiene Kit,3.0,13.8
1189,2024-11-11,6,624,Rice (kg),9.9,68.91
1190,2024-10-17,4,1140,Rice (kg),12.0,38.14
1191,2025-03-12,2,820,Rice (kg),10.9,46.44
1192,2025-08-10,1,1954,Flour (kg),11.6,75.76
1193,2024-11-16,2,876,Water (L),4.4,13.86
1194,2025-02-12,2,1608,Flour (kg),3.0,18.97
1195,2025-03-08,3,1277,Rice (kg),6.1,39.4
1196,2024-10-13,5,934,Pulses (kg),1.8,8.03
1197,2025-03-05,4,1652,Flour (kg),4.8,29.68
1198,2024-10-07,6,868,Pulses (kg),4.6,30.99
1199,2024-10-21,1,1945,Rice (kg),12.7,69.59
1200,2024-09-16,3,1559,Pulses (kg),4.6,17.3
1201,2025-07-09,5,990,Pulses (kg),1.7,10.56
1202,2024-11-03,3,1772,Water (L),1.9,12.33
1203,2025-06-24,5,189,Water (L),3.4,21.23
1204,2024-12-25,4,1335,Pulses (kg),11.2,54.29
1205,2025-06-14,2,867,Medicine Pack,2.0,13.06
1206,2025-07-24,4,236,Cooking Oil (L),3.8,21.47
1207,2025-01-19,5,1671,Cooking Oil (L),4.6,30.19
1208,2025-08-13,6,375,Flour (kg),1.4,6.51
1209,2024-10-22,4,519,Water (L),4.5,28.85
1210,2025-08-12,5,824,Medicine Pack,2.0,11.27
1211,2024-11-24,6,2,Flour (kg),10.6,42.46
1212,2025-02-06,6,1972,Hygiene Kit,2.0,12.04
1213,2025-03-26,2,1529,Hygiene Kit,8.0,28.04
1214,2024-10-28,5,38,Pulses (kg),6.3,19.92
1215,2025-06-14,1,1728,Pulses (kg),4.8,17.46
1216,2025-05-11,1,1730,Cooking Oil (L),5.2,32.82
1217,2025-01-04,3,1475,Medicine Pack,4.0,16.13
1218,2025-01-20,3,256,Medicine Pack,1.0,5.75
1219,2025-02-05,4,1376,Pulses (kg),9.7,64.4
1220,2025-03-30,6,1631,Rice (kg),14.0,88.39
1221,2024-09-18,6,1745,Cooking Oil (L),6.3,23.77
1222,2025-02-11,3,319,Rice (kg),6.0,25.44
1223,2025-08-17,3,936,Cooking Oil (L),10.6,69.53
1224,2025-08-16,5,1198,Flour (kg),7.3,24.53
1225,2025-08-31,6,204,Pulses (kg),19.9,88.0
1226,2025-04-30,5,328,Rice (kg),3.4,23.55
1227,2025-04-18,5,205,Pulses (kg),5.3,30.26
1228,2025-02-04,1,332,Rice (kg),8.5,54.31
1229,2025-08-15,6,1627,Hygiene Kit,17.0,83.19
1230,2025-06-04,5,900,Flour (kg),2.0,10.98
1231,2025-06-05,2,1169,Flour (kg),4.3,13.91
1232,2024-11-07,1,1913,Rice (kg),3.9,19.62
1233,2025-06-13,5,161,Medicine Pack,6.0,21.35
1234,2025-01-10,4,1827,Pulses (kg),6.2,25.69
1235,2025-04-02,3,1899,Pulses (kg),1.5,7.63
1236,2025-04-21,1,1490,Pulses (kg),4.3,13.37
1237,2025-03-19,6,1074,Cooking Oil (L),2.9,19.39
1238,2025-01-17,1,1526,Flour (kg),2.6,14.68
1239,2025-06-30,3,1330,Pulses (kg),3.6,10.93
1240,2025-07-30,3,917,Flour (kg),1.2,7.86
1241,2025-03-12,4,768,Pulses (kg),11.6,64.35
1242,2025-03-21,5,1669,Pulses (kg),0.8,4.17
1243,2025-01-17,5,143,Flour (kg),3.0,13.02
1244,2025-07-12,6,99,Water (L),9.3,42.96
1245,2024-09-27,1,235,Cooking Oil (L),1.7,6.57
1246,2024-12-20,1,1841,Flour (kg),8.0,34.3
1247,2024-11-03,4,83,Hygiene Kit,12.0,46.25
1248,2024-11-29,4,1227,Pulses (kg),3.8,20.09
1249,2024-12-15,6,1466,Rice (kg),2.5,9.63
1250,2024-09-22,5,1131,Water (L),5.7,20.38
1251,2024-12-07,1,410,Medicine Pack,3.0,10.24
1252,2025-03-21,2,1225,Cooking Oil (L),2.2,9.22
1253,2025-05-08,1,429,Rice (kg),7.0,27.99
1254,2025-06-06,4,1113,Hygiene Kit,11.0,65.56
1255,2025-07-15,1,1885,Rice (kg),4.4,17.46
1256,2025-05-29,6,832,Flour (kg),9.0,37.63
1257,2025-07-26,6,418,Cooking Oil (L),3.3,13.14
1258,2025-03-07,4,1982,Rice (kg),2.8,16.55
1259,2024-12-28,2,1725,Cooking Oil (L),6.8,25.77
1260,2024-11-27,4,1931,Flour (kg),4.7,20.79
1261,2025-08-12,2,1280,Rice (kg),3.1,11.0
1262,2025-08-05,1,1115,Rice (kg),3.3,11.14
1263,2025-07-10,4,832,Hygiene Kit,4.0,24.45
1264,2024-09-28,5,1432,Flour (kg),5.7,26.16
1265,2024-12-18,4,193,Rice (kg),1.1,6.08
1266,2025-04-08,2,1217,Flour (kg),4.6,29.69
1267,2025-01-03,1,252,Rice (kg),2.9,16.49
1268,2025-03-22,5,598,Cooking Oil (L),11.6,79.64
1269,2024-12-18,1,1311,Pulses (kg),4.9,31.01
1270,2025-02-05,2,1535,Flour (kg),2.6,9.37
1271,2025-06-25,3,743,Flour (kg),17.0,103.37
1272,2024-11-30,6,633,Rice (kg),5.0,29.03
1273,2025-07-27,3,669,Flour (kg),3.7,14.28
1274,2025-03-02,1,1030,Medicine Pack,10.0,30.11
1275,2025-04-30,5,595,Medicine Pack,15.0,58.95
1276,2025-04-16,1,723,Pulses (kg),2.2,13.31
1277,2025-04-17,1,1176,Water (L),17.6,56.99
1278,2025-03-25,4,1577,Pulses (kg),3.2,9.82
1279,2025-05-06,6,1764,Cooking Oil (L),13.7,60.36
1280,2025-04-15,1,1506,Pulses (kg),5.7,32.66
1281,2025-05-08,2,183,Hygiene Kit,4.0,23.71
1282,2025-01-02,3,1114,Flour (kg),11.0,58.0
1283,2024-12-06,3,53,Pulses (kg),5.7,30.43
1284,2025-05-16,6,877,Cooking Oil (L),5.4,33.58
1285,2025-02-06,4,619,Flour (kg),6.9,45.11
1286,2025-02-24,1,396,Pulses (kg),3.6,19.49
1287,2025-03-31,5,1491,Cooking Oil (L),9.9,61.91
1288,2025-03-28,5,1886,Flour (kg),1.4,7.38
1289,2025-02-28,5,1193,Cooking Oil (L),3.0,12.06
1290,2025-03-22,4,962,Flour (kg),6.7,24.28
1291,2025-05-03,4,109,Flour (kg),1.2,7.65
1292,2024-12-15,3,1650,Rice (kg),0.5,2.53
1293,2025-01-30,4,201,Rice (kg),6.2,24.42
1294,2025-02-10,1,1415,Cooking Oil (L),1.7,6.49
1295,2024-12-13,2,1909,Hygiene Kit,6.0,27.87
1296,2024-10-23,2,1392,Flour (kg),5.4,31.77
1297,2024-11-30,6,959,Rice (kg),1.8,6.38
1298,2025-05-27,5,998,Medicine Pack,9.0,59.01
1299,2024-09-16,2,1477,Rice (kg),6.7,27.12
1300,2024-10-24,2,872,Flour (kg),10.2,45.8
1301,2025-06-13,6,234,Hygiene Kit,7.0,31.75
1302,2025-07-05,1,1577,Water (L),2.7,9.04
1303,2025-08-12,2,1506,Flour (kg),5.5,18.62
1304,2024-11-05,4,1847,Flour (kg),5.2,31.29
1305,2025-02-20,2,412,Water (L),7.6,47.66
1306,2025-08-21,2,1250,Hygiene Kit,5.0,29.42
1307,2025-04-25,5,1190,Flour (kg),2.6,9.64
1308,2025-04-29,3,769,Medicine Pack,3.0,18.64
1309,2024-11-11,1,1706,Rice (kg),2.8,16.29
1310,2025-07-18,5,918,Medicine Pack,10.0,69.5
1311,2024-10-09,5,928,Rice (kg),5.9,37.47
1312,2025-01-04,5,895,Flour (kg),9.0,43.71
1313,2024-11-21,2,139,Rice (kg),6.8,22.77
1314,2024-12-04,4,1101,Rice (kg),2.1,6.37
1315,2025-06-05,1,1914,Pulses (kg),2.8,17.26
1316,2024-10-03,3,1944,Rice (kg),3.9,20.42
1317,2025-04-03,6,1714,Rice (kg),3.6,13.54
1318,2025-03-22,2,1449,Flour (kg),7.6,49.16
1319,2024-11-01,6,1281,Medicine Pack,2.0,13.7
1320,2025-03-22,6,845,Hygiene Kit,7.0,34.76
1321,2024-10-22,1,1238,Pulses (kg),2.8,14.07
1322,2024-11-18,4,1088,Water (L),5.5,22.43
1323,2025-05-04,1,537,Medicine Pack,9.0,42.21
1324,2025-01-26,5,1248,Flour (kg),0.8,5.41
1325,2024-09-24,1,1773,Hygiene Kit,10.0,35.31
1326,2025-04-25,5,490,Water (L),3.6,19.79
1327,2024-12-14,1,983,Pulses (kg),4.9,30.29
1328,2025-02-14,5,1815,Flour (kg),3.5,24.08
1329,2025-05-26,5,880,Water (L),13.9,77.38
1330,2025-01-12,5,248,Medicine Pack,6.0,27.01
1331,2024-12-02,3,695,Medicine Pack,14.0,87.54
1332,2025-06-23,1,133,Medicine Pack,5.0,27.17
1333,2024-12-09,2,621,Rice (kg),9.5,35.25
1334,2025-01-01,4,729,Pulses (kg),7.1,22.56
1335,2024-10-28,1,1090,Rice (kg),4.2,17.99
1336,2024-12-19,1,1746,Cooking Oil (L),3.5,23.31
1337,2025-03-14,2,426,Rice (kg),3.3,13.55
1338,2025-02-24,3,1209,Rice (kg),3.3,10.38
1339,2025-08-31,6,278,Rice (kg),1.1,4.54
1340,2025-02-11,5,1097,Flour (kg),4.9,28.61
1341,2024-10-21,4,1332,Rice (kg),10.9,36.91
1342,2025-05-24,5,517,Cooking Oil (L),1.7,11.31
1343,2025-01-23,3,615,Flour (kg),7.5,28.0
1344,2025-02-04,3,1648,Flour (kg),3.0,16.2
1345,2025-04-08,3,1111,Rice (kg),11.2,42.7
1346,2025-03-17,3,1525,Pulses (kg),9.6,34.86
1347,2025-01-13,3,2000,Hygiene Kit,1.0,3.49
1348,2025-04-08,5,1802,Rice (kg),5.3,22.8
1349,2025-03-11,5,174,Rice (kg),11.3,54.89
1350,2024-10-02,3,1362,Pulses (kg),4.2,17.31
1351,2025-03-03,3,883,Hygiene Kit,3.0,15.4
1352,2025-05-15,6,393,Flour (kg),12.8,71.36
1353,2025-07-13,2,765,Flour (kg),7.0,24.5
1354,2025-07-11,5,1860,Hygiene Kit,1.0,3.18
1355,2025-08-17,5,930,Water (L),12.6,40.2
1356,2025-07-20,5,438,Cooking Oil (L),12.3,69.71
1357,2025-05-26,5,1549,Pulses (kg),7.9,53.62
1358,2025-08-27,5,1784,Water (L),6.2,32.22
1359,2024-10-02,4,369,Water (L),8.5,47.11
1360,2025-06-16,3,1540,Cooking Oil (L),0.8,2.99
1361,2025-07-18,3,1061,Pulses (kg),4.1,12.93
1362,2025-04-09,1,1108,Water (L),0.9,4.81
1363,2025-01-17,6,1372,Cooking Oil (L),13.7,57.69
1364,2025-02-21,2,1082,Medicine Pack,5.0,27.34
1365,2024-11-24,4,1979,Flour (kg),5.1,27.75
1366,2024-09-25,1,191,Medicine Pack,1.0,5.54
1367,2025-02-25,1,315,Hygiene Kit,20.0,139.15
1368,2024-10-10,1,491,Flour (kg),0.2,0.9
1369,2025-04-12,2,1063,Flour (kg),14.0,58.03
1370,2024-10-06,1,1720,Flour (kg),3.4,14.94
1371,2024-09-15,6,908,Pulses (kg),4.0,23.35
1372,2025-05-09,1,1343,Water (L),2.2,9.82
1373,2025-03-10,6,766,Cooking Oil (L),4.9,16.43
1374,2024-10-07,1,709,Medicine Pack,3.0,15.04
1375,2024-09-20,3,1515,Rice (kg),2.9,9.67
1376,2025-03-28,4,1765,Rice (kg),4.3,17.84
1377,2025-05-12,2,195,Rice (kg),7.6,37.74
1378,2025-04-17,2,216,Cooking Oil (L),7.6,31.34
1379,2025-02-22,2,757,Rice (kg),10.5,42.37
1380,2025-02-26,2,1643,Flour (kg),9.9,32.07
1381,2025-04-11,5,1073,Medicine Pack,1.0,3.85
1382,2025-04-28,5,917,Water (L),0.3,1.16
1383,2025-04-26,2,813,Water (L),3.6,19.92
1384,2025-08-27,1,632,Medicine Pack,11.0,55.8
1385,2024-11-02,6,1389,Cooking Oil (L),7.5,45.04
1386,2024-10-21,2,1007,Pulses (kg),2.1,12.2
1387,2025-04-09,3,1530,Water (L),4.8,29.27
1388,2025-06-22,2,1562,Cooking Oil (L),2.2,14.52
1389,2024-11-13,2,754,Rice (kg),1.7,5.15
1390,2025-01-23,1,214,Rice (kg),5.4,18.62
1391,2025-03-16,3,1341,Flour (kg),6.1,30.74
1392,2024-10-15,3,1515,Flour (kg),5.2,30.6
1393,2025-01-17,1,1177,Medicine Pack,1.0,5.12
1394,2025-06-25,5,1120,Pulses (kg),6.4,31.42
1395,2024-12-10,5,710,Pulses (kg),15.0,80.32
1396,2025-06-30,2,417,Cooking Oil (L),10.9,34.06
1397,2024-11-15,3,1640,Pulses (kg),5.7,32.48
1398,2025-01-07,6,745,Pulses (kg),7.0,37.83
1399,2025-04-28,4,1782,Rice (kg),3.9,22.4
1400,2024-09-29,1,1067,Flour (kg),4.3,26.79
1401,2025-05-10,3,1331,Medicine Pack,6.0,30.75
1402,2025-03-07,4,1117,Hygiene Kit,5.0,28.67
1403,2025-02-19,5,295,Cooking Oil (L),8.0,46.82
1404,2025-02-17,3,1144,Medicine Pack,4.0,26.59
1405,2025-03-15,2,1017,Hygiene Kit,4.0,13.88
1406,2024-12-13,4,733,Hygiene Kit,10.0,67.45
1407,2025-04-20,5,943,Pulses (kg),18.5,85.17
1408,2025-07-20,6,1946,Pulses (kg),3.0,9.21
1409,2025-06-06,1,447,Cooking Oil (L),4.1,19.5
1410,2024-10-13,1,1974,Hygiene Kit,1.0,6.78
1411,2025-08-25,1,1942,Cooking Oil (L),4.3,22.45
1412,2025-06-25,4,680,Rice (kg),3.1,9.47
1413,2025-08-10,1,448,Hygiene Kit,4.0,15.3
1414,2024-11-12,6,295,Flour (kg),10.9,44.93
1415,2025-01-19,4,235,Medicine Pack,2.0,13.98
1416,2025-04-28,4,18,Hygiene Kit,3.0,18.53
1417,2025-08-17,4,1506,Rice (kg),13.7,83.94
1418,2025-01-21,5,1789,Water (L),1.7,11.09
1419,2025-04-29,3,145,Flour (kg),13.4,86.96
1420,2024-10-31,1,242,Cooking Oil (L),7.7,30.01
1421,2025-01-19,6,1885,Rice (kg),4.5,16.35
